"name","country","subcountry","geonameid"
"Māndu","India","Madhya Pradesh","1263833"
"Mandurah","Australia","Western Australia","2067119"
"Manduria","Italy","Apulia","3174096"
"Māndvi","India","Gujarat","1263824"
"Māndvi","India","Gujarat","1263826"
"Mandya","India","Karnataka","1263814"
"Maner","India","Bihar","1263807"
"Manfalūţ","Egypt","Asyūţ","352913"
"Manfredonia","Italy","Apulia","3174092"
"Manga","Burkina Faso","Centre-Sud","2358100"
"Mangai","Democratic Republic of the Congo","Bandundu","2313084"
"Mangalagiri","India","Andhra Pradesh","1263797"
"Mangaldai","India","Assam","1263787"
"Mangaldan","Philippines","Ilocos","1701872"
"Mangalia","Romania","Constanța","673921"
"Mangalore","India","Karnataka","1263780"
"Mangaratiba","Brazil","Rio de Janeiro","3457991"
"Mangere","New Zealand","Auckland","2187454"
"Manggar","Indonesia","Bangka–Belitung Islands","1636426"
"Manghit","Uzbekistan","Karakalpakstan","1513245"
"Mangilao Village","Guam","Mangilao","7268049"
"Mangla","Pakistan","Punjab","1171050"
"Manglaur","India","Uttarakhand","1263761"
"Mangochi","Malawi","Southern Region","927246"
"Mangotsfield","United Kingdom","England","2643116"
"Māngrol","India","Rajasthan","1263751"
"Māngrol","India","Gujarat","1263752"
"Mangrūl Pīr","India","Maharashtra","1263744"
"Manhattan","United States","Kansas","4274994"
"Manhattan","United States","New York","5125771"
"Manhattan Beach","United States","California","5370082"
"Manhuaçu","Brazil","Minas Gerais","3457952"
"Manhumirim","Brazil","Minas Gerais","3457950"
"Maniar","India","Uttar Pradesh","1263730"
"Manibaug Pasig","Philippines","Central Luzon","1701692"
"Manicaragua","Cuba","Villa Clara","3547976"
"Manihāri","India","Bihar","1263723"
"Manikchari","Bangladesh","Chittagong","1462681"
"Manila","Philippines","Metro Manila","1701668"
"Manisa","Turkey","Manisa","304827"
"Manises","Spain","Valencia","2514197"
"Manismata","Indonesia","West Kalimantan","1636322"
"Manitowoc","United States","Wisconsin","5261585"
"Manizales","Colombia","Caldas","3675443"
"Manjacaze","Mozambique","Gaza","1040938"
"Manjakandriana","Madagascar","Analamanga","1060673"
"Manjeri","India","Kerala","1263694"
"Manjhanpur","India","Uttar Pradesh","1263691"
"Manjo","Cameroon","Littoral","2228499"
"Mankāchar","India","Meghalaya","1263678"
"Mankato","United States","Minnesota","5036420"
"Mankayan","Philippines","Cordillera","1702002"
"Mankono","Ivory Coast","Worodougou","2284589"
"Manlleu","Spain","Catalonia","3117539"
"Manmād","India","Maharashtra","1263664"
"Mannārakkāt","India","Kerala","1263661"
"Mannargudi","India","Tamil Nadu","1263659"
"Mannheim","Germany","Baden-Württemberg","2873891"
"Manoharpur","India","Rajasthan","1263649"
"Manokwari","Indonesia","West Papua","1636308"
"Manolo Fortich","Philippines","Northern Mindanao","1701537"
"Manosque","France","Provence-Alpes-Côte d'Azur","2996180"
"Manouba","Tunisia","Manouba","2469274"
"Manresa","Spain","Catalonia","3117533"
"Mansa","Zambia","Luapula","907770"
"Mānsa","India","Punjab","1263622"
"Mānsa","India","Gujarat","1263623"
"Mansalay","Philippines","Mimaropa","1701516"
"Mānsehra","Pakistan","Khyber Pakhtunkhwa","1170951"
"Mansfield","United Kingdom","England","2643097"
"Mansfield","United States","Massachusetts","4943021"
"Mansfield","United States","Ohio","5161723"
"Mansfield Woodhouse","United Kingdom","England","2643096"
"Mansilingan","Philippines","Western Visayas","1701500"
"Mansoûra","Algeria","Tlemcen","2490183"
"Mansourah","Algeria","Bordj Bou Arréridj","2490180"
"Manta","Ecuador","Manabí","3654410"
"Mantampay","Philippines","Northern Mindanao","1701472"
"Manteca","United States","California","5370164"
"Mantes-la-Jolie","France","Île-de-France","2996148"
"Mantes-la-Ville","France","Île-de-France","2996146"
"Manthani","India","Telangana","1263610"
"Mantova","Italy","Lombardy","3174051"
"Mäntsälä","Finland","Uusimaa","646723"
"Manturovo","Russia","Kostroma","529505"
"Manuel Ojinaga","Mexico","Chihuahua","8858105"
"Manuguru","India","Telangana","7302836"
"Manukau City","New Zealand","Auckland","2187404"
"Mānvi","India","Karnataka","1263594"
"Mānwat","India","Maharashtra","1263591"
"Manzanares","Colombia","Caldas","3675409"
"Manzanares","Spain","Castille-La Mancha","2514190"
"Manzanillo","Cuba","Granma","3547867"
"Manzanillo","Mexico","Colima","3996663"
"Manzanillo","Mexico","Colima","8858079"
"Manzhouli","China","Inner Mongolia","2035836"
"Manzini","Swaziland","Manzini","934995"
"Mao","Dominican Republic","Valverde","3496831"
"Mao","Chad","Kanem","2428394"
"Maó","Spain","Balearic Islands","2514301"
"Mapastepec","Mexico","Chiapas","3523590"
"Maple Grove","United States","Minnesota","5036493"
"Maple Heights","United States","Ohio","5161803"
"Maple Ridge","Canada","British Columbia","6065686"
"Maple Shade","United States","New Jersey","4502901"
"Maple Valley","United States","Washington","5802340"
"Maplewood","United States","Minnesota","5036588"
"Maplewood","United States","New Jersey","5100854"
"Maposeni","Tanzania","Ruvuma","878073"
"Māpuca","India","Goa","1263580"
"Maputo","Mozambique","Maputo City","1040652"
"Maputsoe","Lesotho","Leribe","932521"
"Mar del Plata","Argentina","Buenos Aires","3430863"
"Mar’’ina Horka","Belarus","Minsk","625409"
"Mar’ina Roshcha","Russia","Moscow","529334"
"Mar’ino","Russia","Moscow","529237"
"Marabá","Brazil","Pará","3395503"
"Marabella","Trinidad and Tobago","City of San Fernando","3574194"
"Maracaibo","Venezuela","Zulia","3633009"
"Maracaju","Brazil","Mato Grosso do Sul","3457859"
"Maracanaú","Brazil","Ceará","3395473"
"Maracás","Brazil","Bahia","3457854"
"Maracay","Venezuela","Aragua","3632998"
"Maracena","Spain","Andalusia","2514176"
"Maradi","Niger","Maradi","2441291"
"Maragogi","Brazil","Alagoas","3395458"
"Maragogipe","Brazil","Bahia","3457850"
"Maragondon","Philippines","Calabarzon","1701149"
"Mārahra","India","Uttar Pradesh","1263567"
"Marakkanam","India","Tamil Nadu","1263564"
"Maralal","Kenya","Samburu","187725"
"Maramag","Philippines","Northern Mindanao","1701124"
"Maramba","Tanzania","Tanga","154780"
"Marana","United States","Arizona","5303705"
"Marand","Iran","East Azerbaijan","124862"
"Marang","Malaysia","Terengganu","1734715"
"Marano di Napoli","Italy","Campania","3174021"
"Marataizes","Brazil","Espírito Santo","3457819"
"Marau","Brazil","Rio Grande do Sul","3457817"
"Maravatío","Mexico","Michoacán","3996626"
"Marawi City","Philippines","Autonomous Region in Muslim Mindanao","1701053"
"Marbach am Neckar","Germany","Baden-Württemberg","2873776"
"Marbella","Spain","Andalusia","2514169"
"Marblehead","United States","Massachusetts","4943097"
"Marburg an der Lahn","Germany","Hesse","2873759"
"Marcavelica","Peru","Piura","3694939"
"March","United Kingdom","England","2643071"
"Marche-en-Famenne","Belgium","Wallonia","2791744"
"Marchena","Spain","Andalusia","2514158"
"Marcianise","Italy","Campania","3173995"
"Marcos Juárez","Argentina","Cordoba","3844899"
"Marcq-en-Barœul","France","Nord-Pas-de-Calais-Picardie","2995908"
"Mardakan","Azerbaijan","Baki","585568"
"Mardan","Pakistan","Khyber Pakhtunkhwa","1170880"
"Mardin","Turkey","Mardin","304797"
"Marechal Cândido Rondon","Brazil","Paraná","3457772"
"Marechal Deodoro","Brazil","Alagoas","3395395"
"Marfil","Mexico","Guanajuato","3996595"
"Marg‘ilon","Uzbekistan","Fergana","1513243"
"Margahayukencana","Indonesia","West Java","1636125"
"Margasari","Indonesia","Central Java","1636121"
"Margate","United Kingdom","England","2643044"
"Margate","United States","Florida","4163407"
"Margate","South Africa","KwaZulu-Natal","978895"
"Margherita","India","Arunachal Pradesh","1263532"
"Marhanets’","Ukraine","Dnipropetrovsk","701855"
"Marhaura","India","Bihar","1263528"
"Mari","Brazil","Paraíba","3395380"
"María la Baja","Colombia","Bolívar","3675287"
"Mariāhu","India","Uttar Pradesh","1263523"
"Marialva","Brazil","Paraná","3457741"
"Mariana","Brazil","Minas Gerais","3457736"
"Mariāni","India","Assam","1263522"
"Mariano","Philippines","Northern Mindanao","1700980"
"Mariano Comense","Italy","Lombardy","3173949"
"Mariara","Venezuela","Carabobo","3632929"
"Maribor","Slovenia","Maribor","3195506"
"Maricá","Brazil","Rio de Janeiro","3457708"
"Maricopa","United States","Arizona","5303752"
"Mariehamn","Aland Islands","Mariehamns stad","3041732"
"Mariel","Cuba","Artemisa","3547600"
"Mariendorf","Germany","Berlin","2873606"
"Marienfelde","Germany","Berlin","2873589"
"Marienthal","Germany","Hamburg","2911287"
"Marietta","United States","Georgia","4207783"
"Marigaon","India","Assam","7302854"
"Marigliano","Italy","Campania","3173945"
"Marignane","France","Provence-Alpes-Côte d'Azur","2995750"
"Marigot","Saint Martin","N/A","3578851"
"Mariinsk","Russia","Kemerovo","1499350"
"Marijampolė","Lithuania","Marijampolės apskritis","597231"
"Marilao","Philippines","Central Luzon","1700917"
"Marília","Brazil","São Paulo","3457692"
"Marín","Spain","Galicia","3117409"
"Marina","United States","California","5370493"
"Marina di Ardea-Tor San Lorenzo","Italy","Latium","8394392"
"Marina di Carrara","Italy","Tuscany","3173935"
"Maringá","Brazil","Paraná","3457671"
"Marinha Grande","Portugal","Leiria","2266703"
"Marinilla","Colombia","Antioquia","3675263"
"Marino","Italy","Latium","3173914"
"Marion","United States","Illinois","4243899"
"Marion","United States","Iowa","4866263"
"Marion","United States","Indiana","4923210"
"Marion","United States","Ohio","5161902"
"Mariquita","Colombia","Tolima","3675252"
"Mariupol","Ukraine","Donetsk","701822"
"Mariveles","Philippines","Central Luzon","1700868"
"Marka","Somalia","Lower Shabeelle","54225"
"Markala","Mali","Ségou","2453662"
"Mārkāpur","India","Andhra Pradesh","1263504"
"Markaz-e Woluswalī-ye Āchīn","Afghanistan","Nangarhār","1469706"
"Market Harborough","United Kingdom","England","2643027"
"Markham","Canada","Ontario","6066513"
"Marki","Poland","Masovian Voivodeship","765191"
"Märkisches Viertel","Germany","Berlin","2873356"
"Markkleeberg","Germany","Saxony","2873352"
"Markova","Russia","Irkutsk","2056881"
"Marks","Russia","Saratov","529073"
"Marktoberdorf","Germany","Bavaria","2873291"
"Marktredwitz","Germany","Bavaria","2873289"
"Marl","Germany","North Rhine-Westphalia","2873263"
"Marlboro","United States","New Jersey","5100886"
"Marlborough","United States","Massachusetts","4943170"
"Marlow","United Kingdom","England","2643003"
"Marly-le-Roi","France","Île-de-France","2995652"
"Marmagao","India","Goa","1263494"
"Marmande","France","Aquitaine-Limousin-Poitou-Charentes","2995642"
"Marmaris","Turkey","Muğla","304782"
"Marneuli","Georgia","Kvemo Kartli","613074"
"Maroantsetra","Madagascar","Analanjirofo","1060283"
"Marolambo","Madagascar","Atsinanana","1060007"
"Marondera","Zimbabwe","Mashonaland East","886990"
"Maroua","Cameroon","Far North","2228373"
"Maroubra","Australia","New South Wales","2158651"
"Maroúsi","Greece","Attica","265243"
"Marovoay","Madagascar","Boeny","1059507"
"Marple","United Kingdom","England","2642999"
"Marquette","United States","Michigan","5000947"
"Marrakesh","Morocco","Marrakech-Tensift-Al Haouz","2542997"
"Marratxí","Spain","Balearic Islands","2514097"
"Marrero","United States","Louisiana","4332628"
"Marrickville","Australia","New South Wales","2158626"
"Marsabit","Kenya","Marsabit","187585"
"Marsala","Italy","Sicily","2524245"
"Marsberg","Germany","North Rhine-Westphalia","2873211"
"Marseille","France","Provence-Alpes-Côte d'Azur","2995469"
"Marseille 01","France","Provence-Alpes-Côte d'Azur","7284882"
"Marseille 02","France","Provence-Alpes-Côte d'Azur","7284883"
"Marseille 03","France","Provence-Alpes-Côte d'Azur","7284884"
"Marseille 04","France","Provence-Alpes-Côte d'Azur","7284885"
"Marseille 05","France","Provence-Alpes-Côte d'Azur","7284886"
"Marseille 06","France","Provence-Alpes-Côte d'Azur","7284887"
"Marseille 07","France","Provence-Alpes-Côte d'Azur","7284888"
"Marseille 08","France","Provence-Alpes-Côte d'Azur","7284889"
"Marseille 09","France","Provence-Alpes-Côte d'Azur","7284891"
"Marseille 10","France","Provence-Alpes-Côte d'Azur","7284890"
"Marseille 11","France","Provence-Alpes-Côte d'Azur","7284892"
"Marseille 12","France","Provence-Alpes-Côte d'Azur","7284893"
"Marseille 13","France","Provence-Alpes-Côte d'Azur","7284894"
"Marseille 14","France","Provence-Alpes-Côte d'Azur","7284895"
"Marseille 15","France","Provence-Alpes-Côte d'Azur","7284896"
"Marseille 16","France","Provence-Alpes-Côte d'Azur","7284897"
"Marshalltown","United States","Iowa","4866371"
"Marshfield","United States","Wisconsin","5261969"
"Märsta","Sweden","Stockholm","2692475"
"Martaban","Myanmar","Mon","1310460"
"Martapura","Indonesia","South Kalimantan","1636022"
"Marte","Nigeria","Borno","2330719"
"Martha Lake","United States","Washington","5802493"
"Martigues","France","Provence-Alpes-Côte d'Azur","2995387"
"Martil","Morocco","Tanger-Tétouan","2542987"
"Martin","Slovakia","Žilinský","3058780"
"Martina Franca","Italy","Apulia","3173841"
"Martinez","United States","Georgia","4207981"
"Martinez","United States","California","5370868"
"Martínez de la Torre","Mexico","Veracruz","3523513"
"Martinópolis","Brazil","São Paulo","3457595"
"Martorell","Spain","Catalonia","3117331"
"Martos","Spain","Andalusia","2514073"
"Marugame","Japan","Kagawa","1857665"
"Marumori","Japan","Miyagi","2112008"
"Maruoka","Japan","Fukui","1857651"
"Mary","Turkmenistan","Mary","1218667"
"Maryborough","Australia","Queensland","2158562"
"Maryland City","United States","Maryland","4361831"
"Maryland Heights","United States","Missouri","4397340"
"Marysville","United States","Ohio","5162077"
"Marysville","United States","Washington","5802570"
"Maryville","United States","Tennessee","4639848"
"Marzahn","Germany","Berlin","2873074"
"Masaka","Uganda","Central Region","229380"
"Masaki-chō","Japan","Ehime","1926101"
"Masallātah","Libya","Al Marqab","2215163"
"Masantol","Philippines","Central Luzon","1700753"
"Masasi","Tanzania","Mtwara","878058"
"Masatepe","Nicaragua","Masaya","3617725"
"Masaurhi Buzurg","India","Bihar","1263427"
"Masaya","Nicaragua","Masaya","3617723"
"Masbate","Philippines","Bicol","1700712"
"Mascalucia","Italy","Sicily","2524236"
"Mascara","Algeria","Mascara","2490098"
"Mascote","Brazil","Bahia","3457566"
"Mascouche","Canada","Quebec","6067494"
"Maseru","Lesotho","Maseru","932505"
"Mashhad","Iran","Razavi Khorasan","124665"
"Mashiko","Japan","Tochigi","2111999"
"Mashtūl as Sūq","Egypt","Eastern Province","352679"
"Masina","Democratic Republic of the Congo","Kinshasa","2593460"
"Masindi","Uganda","Western Region","229362"
"Masinloc","Philippines","Central Luzon","1700665"
"Masis","Armenia","Ararat Province","616435"
"Masjed Soleymān","Iran","Khuzestan","124620"
"Mason","United States","Ohio","4517698"
"Mason City","United States","Iowa","4866445"
"Maspalomas","Spain","Canary Islands","2514042"
"Massa","Italy","Tuscany","3173775"
"Massafra","Italy","Apulia","3173762"
"Massaguet","Chad","Hadjer-Lamis","2428231"
"Massakory","Chad","Hadjer-Lamis","2428228"
"Massamagrell","Spain","Valencia","2514066"
"Massapequa","United States","New York","5126183"
"Massapequa Park","United States","New York","5126187"
"Massawa","Eritrea","Northern Red Sea Region","330546"
"Massillon","United States","Ohio","5162097"
"Massy","France","Île-de-France","2995206"
"Maştağa","Azerbaijan","Baki","585557"
"Masterton","New Zealand","Wellington","2206890"
"Mastic","United States","New York","5126208"
"Mastung","Pakistan","Balochistān","1170706"
"Masty","Belarus","Grodnenskaya","625367"
"Masuda","Japan","Shimane","1857594"
"Masumbwe","Tanzania","Geita","154654"
"Masvingo","Zimbabwe","Masvingo","886763"
"Maswa","Tanzania","Simiyu","154648"
"Maşyāf","Syria","Hama","167046"
"Mata de São João","Brazil","Bahia","3457528"
"Mata-Utu","Wallis and Futuna","Circonscription d'Uvéa","4034821"
"Mātābhānga","India","West Bengal","1263395"
"Matadi","Democratic Republic of the Congo","Bas-Congo","2313002"
"Matagalpa","Nicaragua","Matagalpa","3617708"
"Matai","Tanzania","Rukwa","154638"
"Matam","Senegal","Matam","2248752"
"Matamey","Niger","Zinder","2441217"
"Matamoros","Mexico","Coahuila","3996426"
"Matanzas","Cuba","Matanzas","3547398"
"Matão","Brazil","São Paulo","3457509"
"Matara","Sri Lanka","Southern","1235846"
"Mataram","Indonesia","West Nusa Tenggara","1635882"
"Mataró","Spain","Catalonia","3117164"
"Maţāy","Egypt","Al Minyā","352628"
"Matehuala","Mexico","San Luis Potosí","3996387"
"Matera","Italy","Basilicate","3173721"
"Mátészalka","Hungary","Szabolcs-Szatmár-Bereg","717771"
"Mateur","Tunisia","Banzart","2469088"
"Mateus Leme","Brazil","Minas Gerais","3457484"
"Mathba","Bangladesh","Barisāl","1185173"
"Mathura","India","Uttar Pradesh","1263364"
"Mati","Philippines","Davao","1700360"
"Matiāri","Pakistan","Sindh","1170677"
"Matías Romero","Mexico","Oaxaca","3523450"
"Matiri","Tanzania","Ruvuma","878041"
"Mātli","Pakistan","Sindh","1170667"
"Matola","Mozambique","Maputo","1039854"
"Matosinhos","Portugal","Porto","2737824"
"Matoury","French Guiana","Guyane","3380965"
"Matozinhos","Brazil","Minas Gerais","3457393"
"Matriz de Camaragibe","Brazil","Alagoas","3395077"
"Matsubara","Japan","Ōsaka","1857568"
"Matsubase","Japan","Kumamoto","1857560"
"Matsudo","Japan","Chiba","1857553"
"Matsue","Japan","Shimane","1857550"
"Matsumoto","Japan","Nagano","1857519"
"Matsushima","Japan","Miyagi","2111964"
"Matsutō","Japan","Ishikawa","1857470"
"Matsuyama","Japan","Ehime","1926099"
"Mattanūr","India","Kerala","1263331"
"Matteson","United States","Illinois","4901445"
"Matthews","United States","North Carolina","4478334"
"Mattoon","United States","Illinois","4244099"
"Matui","Tanzania","Tanga","154566"
"Maturín","Venezuela","Monagas","3778045"
"Matveyevskoye","Russia","Moscow","528454"
